"code","billable","short_desc","long_desc","three_digit","major","sub_chapter","chapter"
"67440",TRUE,"Placental polyp-unspec","Placental polyp, unspecified as to episode of care or not applicable","674","Other and unspecified complications of the puerperium, not elsewhere classified","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67442",TRUE,"Placent polyp-del w p/p","Placental polyp, delivered, with mention of postpartum complication","674","Other and unspecified complications of the puerperium, not elsewhere classified","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67444",TRUE,"Placental polyp-postpart","Placental polyp, postpartum condition or complication","674","Other and unspecified complications of the puerperium, not elsewhere classified","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6745",FALSE,"Peripartum cardiomyopathy","Peripartum cardiomyopathy","674","Other and unspecified complications of the puerperium, not elsewhere classified","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67450",TRUE,"Peripart cardiomy-unspec","Peripartum cardiomyopathy, unspecified as to episode of care or not applicable","674","Other and unspecified complications of the puerperium, not elsewhere classified","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67451",TRUE,"Peripartum cardiomy-del","Peripartum cardiomyopathy, delivered, with or without mention of antepartum condition","674","Other and unspecified complications of the puerperium, not elsewhere classified","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67452",TRUE,"Peripart card del w p/p","Peripartum cardiomyopathy, delivered, with mention of postpartum condition","674","Other and unspecified complications of the puerperium, not elsewhere classified","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67453",TRUE,"Peripartum card-antepart","Peripartum cardiomyopathy, antepartum condition or complication","674","Other and unspecified complications of the puerperium, not elsewhere classified","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67454",TRUE,"Peripartum card-postpart","Peripartum cardiomyopathy, postpartum condition or complication","674","Other and unspecified complications of the puerperium, not elsewhere classified","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6748",FALSE,"Other","Other","674","Other and unspecified complications of the puerperium, not elsewhere classified","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67480",TRUE,"Puerp compl NEC-unspec","Other complications of puerperium, unspecified as to episode of care or not applicable","674","Other and unspecified complications of the puerperium, not elsewhere classified","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67482",TRUE,"Puerp comp NEC-del w p/p","Other complications of puerperium, delivered, with mention of postpartum complication","674","Other and unspecified complications of the puerperium, not elsewhere classified","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67484",TRUE,"Puerp compl NEC-postpart","Other complications of puerperium, postpartum condition or complication","674","Other and unspecified complications of the puerperium, not elsewhere classified","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6749",FALSE,"Unspecified","Unspecified","674","Other and unspecified complications of the puerperium, not elsewhere classified","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67490",TRUE,"Puerp compl NOS-unspec","Unspecified complications of puerperium, unspecified as to episode of care or not applicable","674","Other and unspecified complications of the puerperium, not elsewhere classified","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67492",TRUE,"Puerp comp NOS-del w p/p","Unspecified complications of puerperium, delivered, with mention of postpartum complication","674","Other and unspecified complications of the puerperium, not elsewhere classified","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67494",TRUE,"Puerp compl NOS-postpart","Unspecified complications of puerperium, postpartum condition or complication","674","Other and unspecified complications of the puerperium, not elsewhere classified","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"675",FALSE,"Infections of the breast and nipple associated with childbirth","Infections of the breast and nipple associated with childbirth","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6750",FALSE,"Infections of nipple","Infections of nipple","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67500",TRUE,"Infect nipple preg-unsp","Infections of nipple associated with childbirth, unspecified as to episode of care or not applicable","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67501",TRUE,"Infect nipple-delivered","Infections of nipple associated with childbirth, delivered, with or without mention of antepartum condition","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67502",TRUE,"Infect nipple-del w p/p","Infections of nipple associated with childbirth, delivered, with mention of postpartum complication","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67503",TRUE,"Infect nipple-antepartum","Infections of nipple associated with childbirth, antepartum condition or complication","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67504",TRUE,"Infect nipple-postpartum","Infections of nipple associated with childbirth, postpartum condition or complication","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6751",FALSE,"Abscess of breast","Abscess of breast","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67510",TRUE,"Breast abscess preg-unsp","Abscess of breast associated with childbirth, unspecified as to episode of care or not applicable","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67511",TRUE,"Breast abscess-delivered","Abscess of breast associated with childbirth, delivered, with or without mention of antepartum condition","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67512",TRUE,"Breast abscess-del w p/p","Abscess of breast associated with childbirth, delivered, with mention of postpartum complication","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67513",TRUE,"Breast abscess-antepart","Abscess of breast associated with childbirth, antepartum condition or complication","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67514",TRUE,"Breast abscess-postpart","Abscess of breast associated with childbirth, postpartum condition or complication","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6752",FALSE,"Nonpurulent mastitis","Nonpurulent mastitis","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67520",TRUE,"Mastitis in preg-unspec","Nonpurulent mastitis associated with childbirth, unspecified as to episode of care or not applicable","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67521",TRUE,"Mastitis-delivered","Nonpurulent mastitis associated with childbirth, delivered, with or without mention of antepartum condition","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67522",TRUE,"Mastitis-deliv w p/p","Nonpurulent mastitis associated with childbirth, delivered, with mention of postpartum complication","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67523",TRUE,"Mastitis-antepartum","Nonpurulent mastitis associated with childbirth, antepartum condition or complication","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67524",TRUE,"Mastitis-postpartum","Nonpurulent mastitis associated with childbirth, postpartum condition or complication","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6758",FALSE,"Other specified infections of the breast and nipple","Other specified infections of the breast and nipple","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67580",TRUE,"Breast inf preg NEC-unsp","Other specified infections of the breast and nipple associated with childbirth, unspecified as to episode of care or not applicable","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67581",TRUE,"Breast infect NEC-deliv","Other specified infections of the breast and nipple associated with childbirth, delivered, with or without mention of antepartum condition","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67582",TRUE,"Breast inf NEC-del w p/p","Other specified infections of the breast and nipple associated with childbirth, delivered, with mention of postpartum complication","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67583",TRUE,"Breast inf NEC-antepart","Other specified infections of the breast and nipple associated with childbirth, antepartum condition or complication","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67584",TRUE,"Breast inf NEC-postpart","Other specified infections of the breast and nipple associated with childbirth, postpartum condition or complication","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6759",FALSE,"Unspecified infection of the breast and nipple","Unspecified infection of the breast and nipple","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67590",TRUE,"Breast inf preg NOS-unsp","Unspecified infection of the breast and nipple associated with childbirth, unspecified as to episode of care or not applicable","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67591",TRUE,"Breast infect NOS-deliv","Unspecified infection of the breast and nipple associated with childbirth, delivered, with or without mention of antepartum condition","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67592",TRUE,"Breast inf NOS-del w p/p","Unspecified infection of the breast and nipple associated with childbirth, delivered, with mention of postpartum complication","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67593",TRUE,"Breast inf NOS-antepart","Unspecified infection of the breast and nipple associated with childbirth, antepartum condition or complication","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67594",TRUE,"Breast inf NOS-postpart","Unspecified infection of the breast and nipple associated with childbirth, postpartum condition or complication","675","Infections of the breast and nipple associated with childbirth","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"676",FALSE,"Other disorders of the breast associated with childbirth and disorders of lactation","Other disorders of the breast associated with childbirth and disorders of lactation","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6760",FALSE,"Retracted nipple","Retracted nipple","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67600",TRUE,"Retract nipple preg-unsp","Retracted nipple associated with childbirth, unspecified as to episode of care or not applicable","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67601",TRUE,"Retracted nipple-deliver","Retracted nipple associated with childbirth, delivered, with or without mention of antepartum condition","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67602",TRUE,"Retract nipple-del w p/p","Retracted nipple associated with childbirth, delivered, with mention of postpartum complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67603",TRUE,"Retract nipple-antepart","Retracted nipple associated with childbirth, antepartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67604",TRUE,"Retract nipple-postpart","Retracted nipple associated with childbirth, postpartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6761",FALSE,"Cracked nipple","Cracked nipple","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67610",TRUE,"Cracked nipple preg-unsp","Cracked nipple associated with childbirth, unspecified as to episode of care or not applicable","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67611",TRUE,"Cracked nipple-delivered","Cracked nipple associated with childbirth, delivered, with or without mention of antepartum condition","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67612",TRUE,"Cracked nipple-del w p/p","Cracked nipple associated with childbirth, delivered, with mention of postpartum complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67613",TRUE,"Cracked nipple-antepart","Cracked nipple associated with childbirth, antepartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67614",TRUE,"Cracked nipple-postpart","Cracked nipple associated with childbirth, postpartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6762",FALSE,"Engorgement of breasts","Engorgement of breasts","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67620",TRUE,"Breast engorge-unspec","Engorgement of breasts associated with childbirth, unspecified as to episode of care or not applicable","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67621",TRUE,"Breast engorge-delivered","Engorgement of breasts associated with childbirth, delivered, with or without mention of antepartum condition","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67622",TRUE,"Breast engorge-del w p/p","Engorgement of breasts associated with childbirth, delivered, with mention of postpartum complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67623",TRUE,"Breast engorge-antepart","Engorgement of breasts associated with childbirth, antepartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67624",TRUE,"Breast engorge-postpart","Engorgement of breasts associated with childbirth, postpartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6763",FALSE,"Other and unspecified disorder of breast","Other and unspecified disorder of breast","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67630",TRUE,"Breast dis preg NEC-unsp","Other and unspecified disorder of breast associated with childbirth, unspecified as to episode of care or not applicable","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67631",TRUE,"Breast dis NEC-delivered","Other and unspecified disorder of breast associated with childbirth, delivered, with or without mention of antepartum condition","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67632",TRUE,"Breast dis NEC-del w p/p","Other and unspecified disorder of breast associated with childbirth, delivered, with mention of postpartum complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67633",TRUE,"Breast dis NEC-antepart","Other and unspecified disorder of breast associated with childbirth, antepartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67634",TRUE,"Breast dis NEC-postpart","Other and unspecified disorder of breast associated with childbirth, postpartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6764",FALSE,"Failure of lactation","Failure of lactation","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67640",TRUE,"Lactation fail-unspec","Failure of lactation, unspecified as to episode of care or not applicable","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67641",TRUE,"Lactation fail-delivered","Failure of lactation, delivered, with or without mention of antepartum condition","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67642",TRUE,"Lactation fail-del w p/p","Failure of lactation, delivered, with mention of postpartum complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67643",TRUE,"Lactation fail-antepart","Failure of lactation, antepartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67644",TRUE,"Lactation fail-postpart","Failure of lactation, postpartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6765",FALSE,"Suppressed lactation","Suppressed lactation","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67650",TRUE,"Suppr lactation-unspec","Suppressed lactation, unspecified as to episode of care or not applicable","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67651",TRUE,"Suppr lactation-deliver","Suppressed lactation, delivered, with or without mention of antepartum condition","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67652",TRUE,"Suppr lactat-del w p/p","Suppressed lactation, delivered, with mention of postpartum complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67653",TRUE,"Suppr lactation-antepar","Suppressed lactation, antepartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67654",TRUE,"Suppr lactation-postpart","Suppressed lactation, postpartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6766",FALSE,"Galactorrhea","Galactorrhea","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67660",TRUE,"Galactorrhea preg-unspec","Galactorrhea associated with childbirth, unspecified as to episode of care or not applicable","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67661",TRUE,"Galactorrhea-delivered","Galactorrhea associated with childbirth, delivered, with or without mention of antepartum condition","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67662",TRUE,"Galactorrhea-del w p/p","Galactorrhea associated with childbirth, delivered, with mention of postpartum complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67663",TRUE,"Galactorrhea-antepartum","Galactorrhea associated with childbirth, antepartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67664",TRUE,"Galactorrhea-postpartum","Galactorrhea associated with childbirth, postpartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6768",FALSE,"Other disorders of lactation","Other disorders of lactation","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67680",TRUE,"Lactation dis NEC-unspec","Other disorders of lactation, unspecified as to episode of care or not applicable","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67681",TRUE,"Lactation dis NEC-deliv","Other disorders of lactation, delivered, with or without mention of antepartum condition","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67682",TRUE,"Lactat dis NEC-del w p/p","Other disorders of lactation, delivered, with mention of postpartum complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67683",TRUE,"Lactat dis NEC-antepart","Other disorders of lactation, antepartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67684",TRUE,"Lactat dis NEC-postpart","Other disorders of lactation, postpartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6769",FALSE,"Unspecified disorder of lactation","Unspecified disorder of lactation","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67690",TRUE,"Lactation dis NOS-unspec","Unspecified disorder of lactation, unspecified as to episode of care or not applicable","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67691",TRUE,"Lactation dis NOS-deliv","Unspecified disorder of lactation, delivered, with or without mention of antepartum condition","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67692",TRUE,"Lactat dis NOS-del w p/p","Unspecified disorder of lactation, delivered, with mention of postpartum complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67693",TRUE,"Lactat dis NOS-antepart","Unspecified disorder of lactation, antepartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67694",TRUE,"Lactat dis NOS-postpart","Unspecified disorder of lactation, postpartum condition or complication","676","Other disorders of the breast associated with childbirth and disorders of lactation","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"677",TRUE,"Late effct cmplcatn preg","Late effect of complication of pregnancy, childbirth, and the puerperium","677","Late effect of complication of pregnancy, childbirth, and the puerperium","Complications Of The Puerperium","Complications Of Pregnancy, Childbirth, And The Puerperium"
"678",FALSE,"Other fetal conditions","Other fetal conditions","678","Other fetal conditions","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6780",FALSE,"Fetal hematologic conditions","Fetal hematologic conditions","678","Other fetal conditions","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67800",TRUE,"Fetal hematologic-unspec","Fetal hematologic conditions, unspecified as to episode of care or not applicable","678","Other fetal conditions","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67801",TRUE,"Fetal hematologic-deliv","Fetal hematologic conditions, delivered, with or without mention of antepartum condition","678","Other fetal conditions","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67803",TRUE,"Fetal hematologic-ante","Fetal hematologic conditions, antepartum condition or complication","678","Other fetal conditions","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6781",FALSE,"Fetal conjoined twins","Fetal conjoined twins","678","Other fetal conditions","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67810",TRUE,"Fetal conjoin twins-unsp","Fetal conjoined twins, unspecified as to episode of care or not applicable","678","Other fetal conditions","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67811",TRUE,"Fetal conjoin twins-del","Fetal conjoined twins, delivered, with or without mention of antepartum condition","678","Other fetal conditions","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67813",TRUE,"Fetal conjoin twins-ante","Fetal conjoined twins, antepartum condition or complication","678","Other fetal conditions","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"679",FALSE,"Complications of in utero procedures","Complications of in utero procedures","679","Complications of in utero procedures","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6790",FALSE,"Maternal complications from in utero procedure","Maternal complications from in utero procedure","679","Complications of in utero procedures","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67900",TRUE,"Mat comp in utero-unsp","Maternal complications from in utero procedure, unspecified as to episode of care or not applicable","679","Complications of in utero procedures","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67901",TRUE,"Mat comp in utero-del","Maternal complications from in utero procedure, delivered, with or without mention of antepartum condition","679","Complications of in utero procedures","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67902",TRUE,"Mat comp in utro-del-p/p","Maternal complications from in utero procedure, delivered, with mention of postpartum complication","679","Complications of in utero procedures","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67903",TRUE,"Mat comp in utero-ante","Maternal complications from in utero procedure, antepartum condition or complication","679","Complications of in utero procedures","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67904",TRUE,"Mat comp in utero-p/p","Maternal complications from in utero procedure, postpartum condition or complication","679","Complications of in utero procedures","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"6791",FALSE,"Fetal complications from in utero procedure","Fetal complications from in utero procedure","679","Complications of in utero procedures","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67910",TRUE,"Fetal comp in utero-unsp","Fetal complications from in utero procedure, unspecified as to episode of care or not applicable","679","Complications of in utero procedures","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67911",TRUE,"Fetal comp in utero-del","Fetal complications from in utero procedure, delivered, with or without mention of antepartum condition","679","Complications of in utero procedures","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67912",TRUE,"Ftl cmp in utro-del-p/p","Fetal complications from in utero procedure, delivered, with mention of postpartum complication","679","Complications of in utero procedures","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67913",TRUE,"Fetal comp in utero-ante","Fetal complications from in utero procedure, antepartum condition or complication","679","Complications of in utero procedures","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"67914",TRUE,"Fetal comp in utero-p/p","Fetal complications from in utero procedure, postpartum condition or complication","679","Complications of in utero procedures","Other Maternal And Fetal Complications","Complications Of Pregnancy, Childbirth, And The Puerperium"
"680",FALSE,"Carbuncle and furuncle","Carbuncle and furuncle","680","Carbuncle and furuncle","Infections Of Skin And Subcutaneous Tissue","Diseases Of The Skin And Subcutaneous Tissue"
